21;42657.96582;2249240;6;2;E;DP50;10110;1340;24.7
21;42657.96848;2249277;4;1;B;DP74;10580;1340;25.8
21;42657.96997;2249241;3;1;B;DP74;10570;1340;25.8
21;42657.97255;2249278;4;2;A;DP92;9220;1325;22.2
21;42657.97404;2249242;3;2;B;DP92;10330;1325;24.9
21;42657.9767;2249279;3;3;B;DP92;9220;1325;22.2
21;42657.97845;2249243;3;4;B;DP92;10330;1325;24.9
21;42657.98097;2249280;4;3;B;DP92;9220;1325;22.2
21;42657.98343;2249244;4;4;B;DP92;10340;1325;24.9
21;42657.98509;2249281;1;1;B;DP92;9210;1325;22.2
21;42657.98834;2249245;2;1;B;DP92;10330;1325;24.9
21;42657.99006;2249299;1;2;B;DP92;9220;1325;22.2
21;42657.99442;2249259;2;2;B;DP92;10340;1325;24.9
21;42657.99579;2264161;1;3;B;DP92;9230;1325;22.3
21;42657.99909;2264121;2;3;B;DP92;9230;1325;22.3
21;42658.00063;2264122;1;4;B;DP92;10330;1325;24.9
21;42658.00317;2264162;2;4;B;DP92;9210;1325;22.2
21;42658.00469;2264123;4;1;B;DP92;10330;1325;24.9
21;42658.00757;2264163;3;1;B;DP92;9220;1325;22.2
21;42658.00931;2264124;4;2;B;DP92;10330;1325;24.9
21;42658.01182;2264164;3;2;B;DP92;9240;1325;22.3
21;42658.01427;2264125;4;3;B;DP92;10340;1325;24.9
21;42658.01602;2264165;3;3;B;DP92;9220;1325;22.2
21;42658.0201;2264126;4;4;B;DP92;10340;1325;24.9
21;42658.02164;2264266;3;4;B;DP92;9230;1325;22.3
21;42658.02524;2264227;1;1;B;DP92;10330;1325;24.9
21;42658.02663;2264267;2;1;B;DP92;9230;1325;22.3
21;42658.02998;2264228;1;2;B;DP92;9200;1325;22.2
21;42658.03154;2264229;2;2;B;DP92;10320;1325;24.9
21;42658.03403;2264268;1;3;B;DP92;9230;1325;22.3
21;42658.03558;2264230;2;3;B;DP92;10330;1325;24.9
21;42658.03832;2264269;1;4;B;DP92;9210;1325;22.2
21;42658.04007;2264231;2;4;B;DP92;10330;1325;24.9
21;42658.04294;2264270;4;1;B;DP92;9230;1325;22.3
21;42658.0463;2264232;3;1;B;DP92;10330;1325;24.9
21;42658.04956;2264271;4;2;B;DP92;9210;1325;22.2
21;42658.05249;2264333;3;2;B;DP92;10330;1325;24.9
21;42658.054;2264372;4;3;B;DP92;9210;1325;22.2
21;42658.05743;2264334;3;3;B;DP92;10330;1325;24.9
21;42658.05894;2264373;4;4;B;DP92;9220;1325;22.2
21;42658.0623;2264335;3;4;B;DP92;10330;1325;24.9
21;42658.06373;2264336;1;1;B;DP92;9210;1325;22.2
21;42658.06679;2264374;2;1;B;DP92;9230;1325;22.3
21;42658.06837;2264337;1;2;B;DP92;10330;1325;24.9
21;42658.0709;2264375;2;2;B;DP92;9220;1325;22.2
21;42658.07235;2264338;1;3;B;DP92;10330;1325;24.9
21;42658.07529;2264376;2;3;B;DP92;9220;1325;22.2
21;42658.0776;2264539;1;4;B;DP92;10330;1325;24.9
21;42658.08006;2264577;2;4;B;DP92;9220;1325;22.2
21;42658.08328;2264540;4;1;B;DP92;10330;1325;24.9
21;42658.08521;2264578;3;1;B;DP92;10340;1325;24.9
21;42658.08786;2264541;4;2;B;DP92;10330;1325;24.9
21;42658.09035;2264579;3;2;B;DP92;10320;1325;24.9
21;42658.09325;2264542;4;3;B;DP92;10330;1325;24.9
21;42658.09578;2264580;3;3;B;DP92;10330;1325;24.9
21;42658.09949;2264543;4;4;B;DP92;10330;1325;24.9
21;42658.10293;2264544;3;4;B;DP92;10320;1325;24.9
21;42658.10678;2264581;1;1;B;DP92;10330;1325;24.9
21;42658.11001;2264545;2;1;B;DP92;10340;1325;24.9
21;42658.11318;2264582;1;2;B;DP92;10330;1325;24.9
21;42658.11509;2264746;2;2;B;DP92;10340;1325;24.9
21;42658.11818;2264783;1;3;B;DP92;10330;1325;24.9
21;42658.1199;2264747;2;3;B;DP92;10350;1325;25T
21;42658.12299;2264784;1;4;B;DP92;10330;1325;24.9
21;42658.12478;2264748;2;4;B;DP92;10310;1325;24.9
21;42658.12788;2264785;4;1;B;DP92;10330;1325;24.9
21;42658.12979;2264749;3;1;B;DP92;10330;1325;24.9
21;42658.13284;2264786;4;2;B;DP92;10340;1325;24.9
21;42658.13455;2264750;3;2;B;DP92;10330;1325;24.9
21;42658.13942;2264787;4;3;B;DP92;10340;1325;24.9
21;42658.14102;2264751;3;3;B;DP92;10320;1325;24.9
21;42658.14436;2264988;4;4;B;DP92;10330;1325;24.9
21;42658.14752;2264952;3;4;B;DP92;10340;1325;24.9
21;42658.15174;2264989;1;1;B;DP92;10330;1325;24.9
21;42658.15315;2264953;2;1;B;DP92;10350;1325;25T
21;42658.15716;2264990;1;2;B;DP92;10330;1325;24.9
21;42658.15862;2264954;2;2;B;DP92;10380;1325;25T
21;42658.16257;2264991;1;3;B;DP92;10330;1325;24.9
21;42658.16392;2264955;2;3;B;DP92;10380;1325;25T
21;42658.16778;2264992;1;4;B;DP92;9220;1325;22.2
21;42658.16934;2264956;2;4;B;DP92;10340;1325;24.9
21;42658.17188;2264993;4;1;B;DP92;9150;1325;22.1
21;42658.17382;2265157;3;1;B;DP92;10320;1325;24.9
21;42658.17748;2265194;4;2;B;DP92;10330;1325;24.9
21;42658.17896;2265158;4;3;A;DP92;9140;1325;22T
21;42658.1826;2265195;3;2;B;DP92;10330;1325;24.9
21;42658.18395;2265122;3;3;B;DP92;10330;1325;24.9
21;42658.18767;2265196;3;4;B;DP92;10330;1325;24.9
21;42658.18911;2265123;4;4;B;DP92;10340;1325;24.9
21;42658.19394;2265197;1;1;B;DP92;10330;1325;24.9
21;42658.19553;2265124;2;1;B;DP92;10330;1325;24.9
21;42658.20111;2265198;1;2;B;DP92;10340;1325;24.9
21;42658.20262;2265125;2;2;B;DP92;10330;1325;24.9
21;42658.20793;2265226;1;3;B;DP92;10320;1325;24.9
21;42658.20936;2265162;2;3;B;DP92;10330;1325;24.9
21;42658.2141;2265227;1;4;B;DP92;10330;1325;24.9
21;42658.21554;2265263;2;4;B;DP92;10330;1325;24.9
21;42658.2212;2265228;4;1;B;DP92;10340;1325;24.9
21;42658.22272;2265264;3;1;B;DP92;10330;1325;24.9
21;42658.22711;2265229;4;2;B;DP92;10340;1325;24.9
21;42658.22852;2265265;3;2;B;DP92;10330;1325;24.9
21;42658.23289;2265230;4;3;B;DP92;9210;1325;22.2
21;42658.23439;2265266;3;3;B;DP92;10330;1325;24.9
21;42658.23858;2265231;4;4;B;DP92;9220;1325;22.2
21;42658.24083;2265267;3;4;B;DP92;10330;1325;24.9
21;42658.24414;2265232;1;1;B;DP92;9230;1325;22.3
21;42658.24655;2265468;2;1;B;DP92;10330;1325;24.9
21;42658.24848;2265433;1;2;B;DP92;9230;1325;22.3
21;42658.25101;2265469;2;2;B;DP92;9220;1325;22.2
21;42658.2527;2265434;1;3;B;DP92;9220;1325;22.2
21;42658.25545;2265470;2;3;B;DP92;9220;1325;22.2
21;42658.25693;2265435;1;4;B;DP92;9210;1325;22.2
21;42658.25985;2265471;2;4;B;DP92;9220;1325;22.2
21;42658.26133;2265436;4;1;B;DP92;9220;1325;22.2
21;42658.26477;2265472;3;1;B;DP92;9220;1325;22.2
21;42658.26668;2265437;4;2;B;DP92;9220;1325;22.2
21;42658.27204;2265473;3;2;B;DP92;10330;1325;24.9
21;42658.27356;2265638;4;3;B;DP92;9210;1325;22.2
21;42658.27834;2265674;3;3;B;DP92;10330;1325;24.9
21;42658.27987;2265639;4;4;B;DP92;9230;1325;22.3
21;42658.28293;2265675;3;4;B;DP92;9230;1325;22.3
21;42658.28442;2265640;1;1;B;DP92;10330;1325;24.9
21;42658.28692;2265676;2;1;B;DP92;9210;1325;22.2
21;42658.28852;2265641;1;2;B;DP92;10330;1325;24.9
21;42658.29116;2265677;2;2;B;DP92;9230;1325;22.3
21;42658.29321;2265642;1;3;B;DP92;10330;1325;24.9
21;42658.29544;2265678;2;3;B;DP92;9230;1325;22.3
21;42658.29817;2265643;1;4;B;DP92;10330;1325;24.9
21;42658.29969;2265679;2;4;B;DP92;9200;1325;22.2
21;42658.30317;2265644;4;1;B;DP92;10330;1325;24.9
21;42658.30478;2265880;3;1;B;DP92;9230;1325;22.3
21;42658.3087;2265845;4;2;B;DP92;10340;1325;24.9
21;42658.3103;2265881;3;2;B;DP92;9200;1325;22.2
21;42658.31334;2265846;4;3;B;DP92;9230;1325;22.3
21;42658.31473;2265847;3;3;B;DP92;10330;1325;24.9
21;42658.31745;2265882;4;4;B;DP92;9220;1325;22.2
21;42658.31884;2265848;3;4;B;DP92;10330;1325;24.9
21;42658.32161;2265883;1;1;B;DP92;9230;1325;22.3
21;42658.3236;2265849;2;1;B;DP92;10330;1325;24.9
21;42658.32641;2265884;1;2;B;DP92;10350;1325;25T
21;42658.32846;2265850;2;2;B;DP92;10330;1325;24.9
21;42658.33105;2265885;1;3;B;DP92;10320;1325;24.9
21;42658.33374;2265951;1;4;B;DP92;10330;1325;24.9
21;42658.33878;2265986;2;3;B;DP92;10320;1325;24.9
21;42658.34124;2265952;2;4;B;DP92;10340;1325;24.9
21;42658.34375;2265987;4;1;B;DP92;10360;1325;25T
21;42658.34613;2265953;3;1;B;DP92;10380;1325;25T
21;42658.34872;2265954;4;2;B;DP92;10380;1325;25T
21;42658.35122;2265988;3;2;B;DP92;10390;1325;25.1
21;42658.35352;2265955;4;3;B;DP92;10430;1325;25.1
21;42658.35499;2265989;3;3;B;DP92;10400;1325;25.1
21;42658.35646;2265956;6;1;G;DP50;7650;1325;18.4
21;42658.35806;2265990;6;2;G;DP50;6420;1325;15.5
21;42658.54807;2265957;6;1;E;DP50;10200;1640;30.4
21;42658.54957;2265991;6;2;E;DP50;9950;1340;24.3
21;42658.55375;2266158;4;1;A;DP50;9640;1340;23.5
21;42658.55513;2266192;3;1;A;DP50;9900;1640;29.5
21;42658.55899;2266122;4;2;A;DP50;9670;1340;23.6
21;42658.56039;2266193;3;2;A;DP50;9890;1640;29.5
21;42658.56495;2266123;4;3;A;DP50;9640;1340;23.5
21;42658.5663;2266194;3;3;A;DP50;9890;1640;29.5
21;42658.56995;2266124;4;4;A;DP50;9650;1340;23.5
21;42658.57133;2266195;1;1;A;DP50;9890;1640;29.5
21;42658.57531;2266125;2;1;A;DP50;9650;1340;23.5
21;42658.57671;2266196;1;2;A;DP50;9890;1640;29.5
21;42658.58066;2266159;2;2;A;DP50;9900;1390;25T
21;42658.58214;2266199;1;3;A;DP50;9890;1640;29.5
21;42658.58551;2267261;2;3;A;DP50;9890;1390;25T
21;42658.58682;2267221;4;1;A;DP50;9890;1640;29.5
21;42658.59054;2267222;3;1;A;DP50;9890;1390;25T
21;42658.59194;2267262;4;2;A;DP50;9890;1640;29.5
21;42658.5955;2267223;3;2;A;DP50;9910;1390;25.1
21;42658.59682;2267263;4;3;A;DP50;9890;1640;29.5
21;42658.60044;2267224;3;3;A;DP50;9890;1390;25T
21;42658.60193;2267264;1;1;A;DP50;9890;1640;29.5
21;42658.60557;2267225;2;1;A;DP50;9880;1390;25T
21;42658.6074;2267265;1;2;A;DP50;9890;1640;29.5
21;42658.61054;2267426;2;2;A;DP50;9880;1390;25T
21;42658.61242;2267466;1;3;A;DP50;9890;1640;29.5
21;42658.61565;2267427;2;3;A;DP50;9890;1390;25T
21;42658.61743;2267467;4;1;A;DP50;9890;1640;29.5
21;42658.62073;2267428;2;4;A;DP50;9890;1390;25T
21;42658.62252;2267468;4;2;A;DP50;9880;1640;29.5
